     Bill.Doc.,DocumentNo,POS Invoice No.,Pstng Date,Doc. Date,Code,Bill Type,Amount in local cur.,BusA,Type,Assignment,St, Item,Itm,Purch.Doc.,         Quantity, Period,PK,LCurr,Tx,Clrng doc.,Reference,Account,S,Cost Ctr,CoCd,Disc.2,D/C,Text,Customer,User name,Offst.acct,Vendor,Year/month,O,Site,AccTy
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,15,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-57.9,,RV,20250215,,,17,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,19,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,21,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-21.45,,RV,20250215,,,23,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,25,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,27,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,29,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-21.45,,RV,20250215,,,31,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-42.9,,RV,20250215,,,33,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-42.9,,RV,20250215,,,35,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,37,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,39,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-28.45,,RV,20250215,,,41,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.5,,RV,20250215,,,43,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.5,,RV,20250215,,,45,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,47,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,49,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,51,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-56.9,,RV,20250215,,,53,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-21.45,,RV,20250215,,,55,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,57,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,59,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,61,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,63,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,65,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-23.95,,RV,20250215,,,67,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-28.95,,RV,20250215,,,69,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,71,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,73,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-24.95,,RV,20250215,,,75,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,77,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,79,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-28.45,,RV,20250215,,,81,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.45,,RV,20250215,,,83,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-28.45,,RV,20250215,,,85,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-54.9,,RV,20250215,,,87,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-33.95,,RV,20250215,,,89,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.95,,RV,20250215,,,91,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,93,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,95,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,97,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-54.9,,RV,20250215,,,99,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,101,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,103,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,105,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.45,,RV,20250215,,,107,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,109,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,111,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,113,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,115,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,117,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,119,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,121,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,123,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-26.99,,RV,20250215,,,125,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-26.99,,RV,20250215,,,127,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-26.99,,RV,20250215,,,129,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,131,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,133,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,135,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.5,,RV,20250215,,,137,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,139,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,141,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-52.35,,RV,20250215,,,143,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,145,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,147,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,149,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,151,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-52.35,,RV,20250215,,,153,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,155,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,157,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,159,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,161,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,163,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.5,,RV,20250215,,,165,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,167,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,169,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-22.45,,RV,20250215,,,171,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-44.9,,RV,20250215,,,173,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,175,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,177,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,179,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,181,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,183,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,185,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-7,,RV,20250215,,,187,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,189,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,191,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,193,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,195,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,197,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-52.35,,RV,20250215,,,199,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-52.35,,RV,20250215,,,201,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-27.9,,RV,20250215,,,203,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,205,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-29.9,,RV,20250215,,,207,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,209,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,211,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,213,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.99,,RV,20250215,,,215,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,217,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,219,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-69.8,,RV,20250215,,,221,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-34.9,,RV,20250215,,,223,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-17.45,,RV,20250215,,,225,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,227,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-13.95,,RV,20250215,,,229,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,231,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-14.95,,RV,20250215,,,233,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-32.9,,RV,20250215,,,235,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,237,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-32.9,,RV,20250215,,,239,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-32.9,,RV,20250215,,,241,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,243,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-25.5,,RV,20250215,,,245,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-39.9,,RV,20250215,,,247,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-36.9,,RV,20250215,,,249,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,251,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,253,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,255,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-32.9,,RV,20250215,,,257,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-16.45,,RV,20250215,,,259,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-36.9,,RV,20250215,,,261,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,263,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,265,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
84115582,90635751,,2/15/2025,2/15/2025,10065600,GF2,-19.95,,RV,20250215,,,267,,0,11,50,INR,2,,84115582,10065600,,,AG01,0,H,,DR07,SAPAUTO,DR07,,2024/11,D,A456,S
