Month,HOAD Remarks,Owned GST No,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,User Remark's
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/402,Regular,12/26/2024,7749,Maharashtra,No,7380,0,184.5,184.5,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/403,Regular,12/27/2024,2459,Maharashtra,No,2342,0,58.55,58.55,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/404,Regular,12/27/2024,142,Maharashtra,No,135,0,3.38,3.38,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/405,Regular,12/27/2024,859,Maharashtra,No,810,0,20.25,20.25,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/406,Regular,12/27/2024,4016,Maharashtra,No,3825,0,95.63,95.63,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/407,Regular,12/27/2024,789,Maharashtra,No,751,0,18.78,18.78,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/408,Regular,12/28/2024,1654,Maharashtra,No,1575,0,39.38,39.38,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/409,Regular,12/30/2024,5561,Maharashtra,No,5296.5,0,132.41,132.41,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/411,Regular,12/30/2024,71,Maharashtra,No,67.5,0,1.69,1.69,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAQFC1589A1ZE,COLOUR COMBINATION LLP,CC/24-25/412,Regular,12/31/2024,1143,Maharashtra,No,1089,0,27.23,27.23,0,Dec'24,13/01/2025,Yes,,100%,,,,bill booked in Jan 25
24-Dec,Carry Forward,27AADCA2325A1ZF,27ABECS9580P1ZC,SNV AVIATION PRIVATE LIMITED,271LERENR1224001,Regular,12/6/2024,5541.66,Maharashtra,No,5053,0,126.33,126.33,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27ABECS9580P1ZC,SNV AVIATION PRIVATE LIMITED,271LYUHTA1224001,Regular,12/28/2024,14313.36,Maharashtra,No,13407,0,335.18,335.18,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAZPI6383H1ZY,TINY PAWS,TP/SL/2024-25/73,Regular,12/9/2024,21974,Maharashtra,No,18621.69,0,1675.95,1675.95,0,Dec'24,12/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AACCD9731G1ZL,DELTA ELECTRONICS INDIA PRIVATE LIMITED (erstwhile DELTA INDIA ELECTRONICS PVT. LTD),MH/1200260/24-25,Regular,12/16/2024,63543,Maharashtra,No,53850,0,4846.5,4846.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCJ9086F1ZA,PCI PEST CONTROL PRIVATE LIMITED,474102055,Regular,12/27/2024,14311.04,Maharashtra,No,12128,0,1091.52,1091.52,0,Dec'24,12/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000634,Regular,12/28/2024,2803.5,Maharashtra,No,2670,133.5,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000636,Regular,12/30/2024,8836.8,Maharashtra,No,7890,946.8,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Intransit
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAFFR0198H1Z1,R M A & CO LLP,RMACO-406-24-25,Regular,12/2/2024,472000,Maharashtra,No,400000,0,36000,36000,0,Dec'24,15/01/2025,Yes,,100%,,,,Due to wrong GST No updated in system
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAFFR0198H1Z1,R M A & CO LLP,RMACO-522-24-25,Regular,12/16/2024,590000,Maharashtra,No,500000,0,45000,45000,0,Dec'24,15/01/2025,Yes,,100%,,,,Due to wrong GST No updated in system
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3871E1ZT,DAYANAND CONSULTANCY SERVICES PVT.LTD.,1142/2024-25,Regular,12/26/2024,11800,Maharashtra,No,10000,0,900,900,0,Dec'24,11/1/2025,Yes,,100%,E-Invoice,6b8dd80f8d61db6cfeb37d6f8b6d11bdbfeb8a956f697f0d16bfb86b46eb6d85,26/12/2024,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AACCT7290E1Z7,TATA UNISTORE LIMITED,5100107588,Regular,12/11/2024,4395.5,Maharashtra,No,3725,0,335.25,335.25,0,Dec'24,13/01/2025,Yes,,100%,E-Invoice,e35808aa79f0fbd85b63df256a069a4e744535032e1872d5862cc2b48adadc9a,17/12/2024,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACG1625Q1ZE,G4S SECURE SOLUTIONS (INDIA) PRIVATE LIMITED,DI12/000545MUM24,Regular,12/31/2024,280600.79,Maharashtra,No,237797.28,0,21401.75,21401.75,0,Dec'24,12/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACG1625Q1ZE,G4S SECURE SOLUTIONS (INDIA) PRIVATE LIMITED,PI12/000005MUM24,Regular,12/23/2024,6688.05,Maharashtra,No,5667.84,0,510.1,510.1,0,Dec'24,12/1/2025,Yes,,100%,E-Invoice,73b0aa7d899e2595a1f4063005bf9cc84cc92cc84904b32772c80aa5e5ff37be,23/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCE6624L1ZG,ETIHAD AIRWAYS,MH/DEC24/120755,Regular,12/31/2024,40157,Maharashtra,No,33891,0,847.5,847.5,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSDR00036946,Regular,12/23/2024,649485.99,Maharashtra,No,550411.85,0,49537.07,49537.07,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSDR00036947,Regular,12/23/2024,999067.42,Maharashtra,No,846667.3,0,76200.06,76200.06,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSIR00779039,Regular,12/13/2024,1829.18,Maharashtra,No,750,0,67.5,67.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSIR00780937,Regular,12/16/2024,7997.66,Maharashtra,No,2250,0,202.5,202.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSIR00783876,Regular,12/25/2024,1437.69,Maharashtra,No,750,0,67.5,67.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSIR00786896,Regular,12/31/2024,1829.18,Maharashtra,No,750,0,67.5,67.5,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AABCD3611Q1ZI,DHL EXPRESS (INDIA) PRIVATE LIMITED,MHSR000830137,Regular,12/31/2024,33639.28,Maharashtra,No,28507.86,0,2565.71,2565.71,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAICS9040B1ZG,Suvida Designs Private Limited,45635,Regular,12/1/2024,177000,Maharashtra,No,150000,0,13500,13500,0,Dec'24,11/1/2025,Yes,,100%,,,,Booked in Dec-25
24-Dec,Carry Forward,27AADCA2325A1ZF,08AALFD6096Q1ZH,DEVI,D180/24-25,Regular,12/31/2024,48204,Maharashtra,No,46800,1404,0,0,0,Dec'24,13/01/2025,Yes,,100%,,,,Booked In Jan-25
24-Dec,Carry Forward,27AADCA2325A1ZF,23AABCI2726B1ZA,INTERGLOBE AVIATION LIMITED,MP1242512AO51030,Regular,12/17/2024,9618,Maharashtra,No,9160,458,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,23AABCI2726B1ZA,INTERGLOBE AVIATION LIMITED,MP1242512AO64771,Regular,12/19/2024,448,Maharashtra,No,426,22,0,0,0,Dec'24,11/1/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AANFB0812E1ZU,BVC BRINKS DIAMOND & JEWELLERY SERVICES LLP,MHA24ITXI0033977,Regular,12/30/2024,25754.39,Maharashtra,No,21825.75,0,1964.32,1964.32,0,Dec'24,10/1/2025,Yes,,100%,E-Invoice,c47d3ec45fc0984e2a6b295d2d3bc1ed4be5bd04260cec740c992b090a3464cb,30/12/2024,Booked in Jan-25-Invoice late received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAACL0582H1ZM,"LIFE INSURANCE CORPORATION OF INDIA, MAHARASHTRA",715M4L002220592C,Regular,12/31/2024,4.88,Maharashtra,No,4.14,0,0.37,0.37,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000555,Regular,11/7/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000569,Regular,11/13/2024,2360,Maharashtra,No,2000,0,180,180,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000583,Regular,11/19/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000584,Regular,11/19/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000591,Regular,11/25/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000613,Regular,12/4/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000636,Regular,12/16/2024,2360,Maharashtra,No,2000,0,180,180,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000640,Regular,12/17/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000641,Regular,12/17/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000653,Regular,12/22/2024,2360,Maharashtra,No,2000,0,180,180,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7000654,Regular,12/22/2024,2360,Maharashtra,No,2000,0,180,180,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100363,Regular,11/7/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100388,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100389,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100390,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100392,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100393,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100394,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100395,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100396,Regular,11/13/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100448,Regular,12/4/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100449,Regular,12/6/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100451,Regular,12/7/2024,708,Maharashtra,No,600,0,54,54,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100463,Regular,12/12/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100464,Regular,12/12/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100478,Regular,12/14/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100503,Regular,12/28/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100504,Regular,12/28/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100506,Regular,12/31/2024,354,Maharashtra,No,300,0,27,27,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100507,Regular,12/31/2024,354,Maharashtra,No,300,0,27,27,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7100508,Regular,12/31/2024,590,Maharashtra,No,500,0,45,45,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7210077,Regular,11/27/2024,3540,Maharashtra,No,3000,0,270,270,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7210078,Regular,11/27/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7210090,Regular,12/24/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Wrong invoice received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7210091,Regular,12/24/2024,1180,Maharashtra,No,1000,0,90,90,0,Dec'24,15/01/2025,Yes,,100%,,,,Wrong invoice received
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAMFK3706F1ZD,KARMA HOLIDAY LLP,7210095,Regular,12/28/2024,1770,Maharashtra,No,1500,0,135,135,0,Dec'24,15/01/2025,Yes,,100%,,,,Booked in Jan-25-invoice late booked
24-Dec,Carry Forward,27AADCA2325A1ZF,27AAHCN6931H1Z8,NEXEONS TECHNOLOGIES PRIVATE LIMITED,NEX/24-25/103,Regular,12/24/2024,113100,Maharashtra,No,113100,0,10179,10179,0,Dec'24,13/01/2025,Yes,,100%,,,,Invoice not received
24-Dec,Carry Forward,27AADCA2325A1ZF,27BODPP6532C1Z2,SHIV SHAKTI DIGITEX,E093,Regular,10/21/2024,3047.63,Maharashtra,No,2902.5,0,72.56,72.56,0,Dec'24,7/1/2025,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,5/24/2025,Regular,10/31/2024,25200,Maharashtra,No,24000,1200,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Apr 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,174/24-25,Regular,10/31/2024,3360,Maharashtra,No,3200,160,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Aug 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,190/24-25,Regular,10/31/2024,88200,Maharashtra,No,84000,4200,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Sep 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,246/24-25,Regular,10/1/2024,3675,Maharashtra,No,3500,175,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,247/24-25,Regular,10/1/2024,23100,Maharashtra,No,22000,1100,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,248/24-25,Regular,10/1/2024,525,Maharashtra,No,500,25,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,249/24-25,Regular,10/1/2024,18900,Maharashtra,No,18000,900,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,250/24-25,Regular,10/1/2024,49245,Maharashtra,No,46900,2345,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,251/24-25,Regular,10/1/2024,5775,Maharashtra,No,5500,275,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,257/24-25,Regular,10/5/2024,24150,Maharashtra,No,23000,1150,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,259/24-25,Regular,10/5/2024,80902,Maharashtra,No,77050,3852.5,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,260/24-25,Regular,10/8/2024,23625,Maharashtra,No,22500,1125,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,262/24-25,Regular,10/8/2024,71295,Maharashtra,No,67900,3395,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,263/24-25,Regular,10/8/2024,7087,Maharashtra,No,6750,337.5,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,264/24-25,Regular,10/8/2024,42525,Maharashtra,No,40500,2025,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,265/24-25,Regular,10/9/2024,11550,Maharashtra,No,11000,550,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,268/24-25,Regular,10/14/2024,38850,Maharashtra,No,37000,1850,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,269/24-25,Regular,10/14/2024,5565,Maharashtra,No,5300,265,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,270/24-25,Regular,10/14/2024,8452,Maharashtra,No,8050,402.5,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,271/24-25,Regular,10/14/2024,28350,Maharashtra,No,27000,1350,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,273/24-25,Regular,10/17/2024,3675,Maharashtra,No,3500,175,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,279/24-25,Regular,10/18/2024,12600,Maharashtra,No,12000,600,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,280/24-25,Regular,10/18/2024,21000,Maharashtra,No,20000,1000,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
24-Dec,Carry Forward,27AADCA2325A1ZF,19AYGPM1570P1ZT,CREATIVE JORI WEAR,280A/24-25,Regular,10/21/2024,74287,Maharashtra,No,70750,3537.5,0,0,0,Oct'24,24/12/2024,Yes,,100%,,,,bill booked in Oct 24
